station_identifier,date,observation_type,observation_value
EIE00101859,18640126,PRCP,8.7
ASN00040214,18640126,PRCP,1.5
BE000006447,18640126,TMAX,5.7
BE000006447,18640126,TMIN,-0.3
AGE00135039,18640126,TMAX,12.5
AGE00135039,18640126,TMIN,7.5
AGE00135039,18640126,PRCP,0.0
USC00047738,18640126,PRCP,0.0
USC00047738,18640126,WT01,0.1
ASN00026020,18640126,PRCP,5.1
NLM00006235,18640126,PRCP,1.5
GME00125218,18640126,TMAX,3.3
GME00125218,18640126,TMIN,0.3
GME00125218,18640126,PRCP,0.0
GME00125218,18640126,SNWD,0.0
NLE00100499,18640126,PRCP,0.8
EZE00100082,18640126,TMAX,4.6
EZE00100082,18640126,TMIN,-0.2
EZE00100082,18640126,PRCP,0.0
ITE00100554,18640126,TMAX,5.8
ITE00100554,18640126,TMIN,-2.0
ITE00100554,18640126,PRCP,0.0
USC00361920,18640126,PRCP,0.0
ASN00056002,18640126,PRCP,0.0
ASN00066062,18640126,TMAX,34.3
ASN00066062,18640126,TMIN,17.1
ASN00066062,18640126,PRCP,0.0
ASN00023000,18640126,PRCP,0.0
ASN00072001,18640126,PRCP,0.0
SW000010537,18640126,PRCP,0.0
AU000005901,18640126,TMAX,5.5
AU000005901,18640126,TMIN,-4.0
GM000004204,18640126,TMAX,4.1
GM000004204,18640126,TMIN,-1.9
GM000004204,18640126,PRCP,0.1
ASN00061055,18640126,PRCP,0.0
UK000047811,18640126,TMAX,10.3
UK000047811,18640126,TMIN,5.1
UK000047811,18640126,PRCP,3.0
HR000142360,18640126,PRCP,0.0
ASN00084016,18640126,PRCP,0.0
ITE00100553,18640126,PRCP,0.0
ITE00100552,18640126,PRCP,0.0
ITE00105250,18640126,PRCP,0.0
UK000056225,18640126,TMAX,10.5
UK000056225,18640126,TMIN,4.3
UK000056225,18640126,PRCP,1.8
ASN00026026,18640126,PRCP,0.0
ASN00089049,18640126,PRCP,0.3
SZ000006717,18640126,TMAX,-1.8
SZ000006717,18640126,TMIN,-6.4
USC00053010,18640126,PRCP,0.0
ITE00100550,18640127,TMAX,4.4
ITE00100550,18640127,TMIN,-1.0
ITE00100550,18640127,PRCP,0.0
ASN00079028,18640127,PRCP,0.0
USC00064757,18640127,PRCP,0.0
SF000208660,18640127,PRCP,0.0
ASN00089000,18640127,PRCP,0.0
SWE00100003,18640127,PRCP,7.9
ASN00086071,18640127,TMAX,20.5
ASN00086071,18640127,TMIN,7.8
ASN00086071,18640127,PRCP,3.6
USP00CA0003,18640127,PRCP,0.0
USC00189674,18640127,PRCP,0.0
USC00144559,18640127,PRCP,0.0
USC00144559,18640127,SNOW,0.0
CA006158350,18640127,TMAX,6.1
CA006158350,18640127,TMIN,-1.1
CA006158350,18640127,PRCP,0.0
CA006158350,18640127,SNOW,0.0
HRE00105189,18640127,PRCP,0.0
ASN00067054,18640127,PRCP,0.0
ASN00081003,18640127,PRCP,0.0
ASN00078037,18640127,PRCP,0.0
ASN00070037,18640127,PRCP,0.0
EIE00101859,18640127,TMAX,8.9
EIE00101859,18640127,TMIN,2.8
EIE00101859,18640127,PRCP,11.7
ASN00040214,18640127,PRCP,6.4
BE000006447,18640127,TMAX,6.7
BE000006447,18640127,TMIN,-0.9
AGE00135039,18640127,TMAX,13.5
AGE00135039,18640127,TMIN,9.0
AGE00135039,18640127,PRCP,5.0
USC00047738,18640127,PRCP,0.0
ASN00026020,18640127,PRCP,1.5
NLM00006235,18640127,PRCP,2.4
GME00125218,18640127,TMAX,3.6
GME00125218,18640127,TMIN,-0.4
GME00125218,18640127,PRCP,0.0
GME00125218,18640127,SNWD,0.0
NLE00100499,18640127,PRCP,3.9
EZE00100082,18640127,TMAX,5.0
EZE00100082,18640127,TMIN,-0.8
EZE00100082,18640127,PRCP,0.0
ITE00100554,18640127,TMAX,3.7
ITE00100554,18640127,TMIN,-0.6
ITE00100554,18640127,PRCP,0.0
USC00361920,18640127,PRCP,0.0
ASN00056002,18640127,PRCP,1.5
ASN00066062,18640127,TMAX,25.5
ASN00066062,18640127,TMIN,13.1
ASN00066062,18640127,PRCP,0.0
ASN00023000,18640127,PRCP,0.0
ASN00072001,18640127,PRCP,0.0
SW000010537,18640127,PRCP,0.0
AU000005901,18640127,TMAX,7.5
AU000005901,18640127,TMIN,-3.8
GM000004204,18640127,TMAX,5.9
GM000004204,18640127,TMIN,-1.5
GM000004204,18640127,PRCP,0.1
ASN00061055,18640127,PRCP,0.0
UK000047811,18640127,TMAX,10.4
UK000047811,18640127,TMIN,4.3
UK000047811,18640127,PRCP,0.3
HR000142360,18640127,PRCP,0.0
GM000010962,18640127,PRCP,3.8
ASN00084016,18640127,PRCP,0.0
ITE00100553,18640127,PRCP,0.0
ITE00100552,18640127,PRCP,0.0
ITE00105250,18640127,PRCP,0.0
UK000056225,18640127,TMAX,8.8
UK000056225,18640127,TMIN,3.7
UK000056225,18640127,PRCP,0.0
ASN00026026,18640127,PRCP,0.0
ASN00089049,18640127,PRCP,2.8
SZ000006717,18640127,TMAX,-1.4
SZ000006717,18640127,TMIN,-7.4
USC00053010,18640127,PRCP,0.0
ITE00100550,18640128,TMAX,4.6
ITE00100550,18640128,TMIN,-2.9
ITE00100550,18640128,PRCP,0.0
ASN00079028,18640128,PRCP,0.0
USC00064757,18640128,PRCP,0.0
SF000208660,18640128,PRCP,0.0
ASN00089000,18640128,PRCP,0.0
SWE00100003,18640128,PRCP,14.6
ASN00086071,18640128,TMAX,21.7
ASN00086071,18640128,TMIN,11.1
ASN00086071,18640128,PRCP,0.0
USP00CA0003,18640128,PRCP,0.0
USC00189674,18640128,PRCP,0.0
USC00144559,18640128,PRCP,3.0
USC00144559,18640128,SNOW,0.0
CA006158350,18640128,TMAX,6.7
CA006158350,18640128,TMIN,-2.8
CA006158350,18640128,PRCP,0.0
CA006158350,18640128,SNOW,0.0
HRE00105189,18640128,PRCP,14.8
ASN00067054,18640128,PRCP,0.0
ASN00081003,18640128,PRCP,0.0
ASN00078037,18640128,PRCP,0.0
ASN00070037,18640128,PRCP,0.0
EIE00101859,18640128,TMAX,9.4
EIE00101859,18640128,TMIN,3.9
EIE00101859,18640128,PRCP,3.3
ASN00040214,18640128,PRCP,0.0
BE000006447,18640128,TMAX,7.0
BE000006447,18640128,TMIN,4.5
AGE00135039,18640128,TMAX,13.5
AGE00135039,18640128,TMIN,10.5
AGE00135039,18640128,PRCP,0.0
USC00047738,18640128,PRCP,0.0
ASN00026020,18640128,PRCP,0.5
NLM00006235,18640128,PRCP,0.0
GME00125218,18640128,TMAX,6.6
GME00125218,18640128,TMIN,3.3
GME00125218,18640128,PRCP,0.5
GME00125218,18640128,SNWD,0.0
NLE00100499,18640128,PRCP,1.8
EZE00100082,18640128,TMAX,7.2
EZE00100082,18640128,TMIN,3.9
EZE00100082,18640128,PRCP,0.0
ITE00100554,18640128,TMAX,6.2
ITE00100554,18640128,TMIN,-0.5
ITE00100554,18640128,PRCP,0.0
USC00361920,18640128,PRCP,0.0
ASN00056002,18640128,PRCP,0.0
ASN00066062,18640128,TMAX,25.7
ASN00066062,18640128,TMIN,14.3
ASN00066062,18640128,PRCP,0.0
ASN00023000,18640128,PRCP,0.0
ASN00072001,18640128,PRCP,0.0
SW000010537,18640128,PRCP,0.0
AU000005901,18640128,TMAX,9.6
AU000005901,18640128,TMIN,3.5
GM000004204,18640128,TMAX,7.8
GM000004204,18640128,TMIN,3.1
GM000004204,18640128,PRCP,0.0
ASN00061055,18640128,PRCP,0.0
UK000047811,18640128,TMAX,8.6
UK000047811,18640128,TMIN,4.6
UK000047811,18640128,PRCP,1.7
HR000142360,18640128,PRCP,12.7
ASN00084016,18640128,PRCP,0.0
ITE00100553,18640128,PRCP,0.0
ITE00100552,18640128,PRCP,2.2
ITE00105250,18640128,PRCP,0.0
UK000056225,18640128,TMAX,3.4
UK000056225,18640128,TMIN,2.3
UK000056225,18640128,PRCP,0.0
ASN00026026,18640128,PRCP,0.0
ASN00089049,18640128,PRCP,0.0
SZ000006717,18640128,TMAX,-2.6
SZ000006717,18640128,TMIN,-10.0
USC00053010,18640128,PRCP,0.0
ITE00100550,18640129,TMAX,3.5
ITE00100550,18640129,TMIN,-2.1
ITE00100550,18640129,PRCP,6.0
ASN00079028,18640129,PRCP,0.0
USC00064757,18640129,PRCP,0.0
SF000208660,18640129,PRCP,0.0
ASN00089000,18640129,PRCP,0.0
SWE00100003,18640129,PRCP,0.0
ASN00086071,18640129,TMAX,20.5
ASN00086071,18640129,TMIN,13.3
ASN00086071,18640129,PRCP,0.0
USP00CA0003,18640129,PRCP,3.6
USC00189674,18640129,PRCP,0.0
USC00144559,18640129,PRCP,0.0
USC00144559,18640129,SNOW,0.0
CA006158350,18640129,TMAX,3.3
CA006158350,18640129,TMIN,-1.1
CA006158350,18640129,PRCP,0.5
CA006158350,18640129,SNOW,0.0
HRE00105189,18640129,PRCP,0.0
ASN00067054,18640129,PRCP,0.0
ASN00081003,18640129,PRCP,0.0
ASN00078037,18640129,PRCP,0.0
ASN00070037,18640129,PRCP,0.0
EIE00101859,18640129,TMAX,10.0
EIE00101859,18640129,TMIN,5.6
EIE00101859,18640129,PRCP,2.3
ASN00040214,18640129,PRCP,2.0
BE000006447,18640129,TMAX,1.0
BE000006447,18640129,TMIN,0.8
AGE00135039,18640129,TMAX,13.5
AGE00135039,18640129,TMIN,6.0
AGE00135039,18640129,PRCP,0.0
USC00047738,18640129,PRCP,0.0
ASN00026020,18640129,PRCP,0.0
NLM00006235,18640129,PRCP,0.0
GME00125218,18640129,TMAX,3.3
GME00125218,18640129,TMIN,-1.6
GME00125218,18640129,PRCP,0.0
GME00125218,18640129,SNWD,0.0
NLE00100499,18640129,PRCP,0.0
EZE00100082,18640129,TMAX,4.0
EZE00100082,18640129,TMIN,-2.0
EZE00100082,18640129,PRCP,0.6
ITE00100554,18640129,TMAX,1.9
ITE00100554,18640129,TMIN,-0.2
ITE00100554,18640129,PRCP,0.0
USC00361920,18640129,PRCP,0.0
ASN00056002,18640129,PRCP,0.0
ASN00066062,18640129,TMAX,27.2
ASN00066062,18640129,TMIN,16.7
ASN00066062,18640129,PRCP,0.0
ASN00023000,18640129,PRCP,0.0
ASN00072001,18640129,PRCP,0.0
SW000010537,18640129,PRCP,0.0
AU000005901,18640129,TMAX,5.6
AU000005901,18640129,TMIN,-5.8
GM000004204,18640129,TMAX,3.6
GM000004204,18640129,TMIN,-1.3
GM000004204,18640129,PRCP,2.0
ASN00061055,18640129,PRCP,0.0
UK000047811,18640129,TMAX,9.6
UK000047811,18640129,TMIN,5.3
UK000047811,18640129,PRCP,0.0
HR000142360,18640129,PRCP,0.0
ASN00084016,18640129,PRCP,0.0
ITE00100553,18640129,PRCP,0.0
ITE00100552,18640129,PRCP,0.0
ITE00105250,18640129,PRCP,0.0
UK000056225,18640129,TMAX,2.7
UK000056225,18640129,TMIN,-3.1
UK000056225,18640129,PRCP,0.0
ASN00026026,18640129,PRCP,0.0
ASN00089049,18640129,PRCP,0.0
SZ000006717,18640129,TMAX,-9.2
SZ000006717,18640129,TMIN,-12.0
USC00053010,18640129,PRCP,0.0
ITE00100550,18640130,TMAX,3.1
ITE00100550,18640130,TMIN,-2.5
ITE00100550,18640130,PRCP,0.0
ASN00079028,18640130,PRCP,0.0
USC00064757,18640130,PRCP,0.0
SF000208660,18640130,PRCP,0.0
ASN00089000,18640130,PRCP,0.0
SWE00100003,18640130,PRCP,0.0
ASN00086071,18640130,TMAX,22.2
ASN00086071,18640130,TMIN,7.1
ASN00086071,18640130,PRCP,0.0
USP00CA0003,18640130,PRCP,3.0
USC00189674,18640130,PRCP,0.0
USC00144559,18640130,PRCP,0.0
USC00144559,18640130,SNOW,0.0
CA006158350,18640130,TMAX,0.0
CA006158350,18640130,TMIN,-5.6
CA006158350,18640130,PRCP,8.4
CA006158350,18640130,SNOW,2.5
HRE00105189,18640130,PRCP,0.0
ASN00067054,18640130,PRCP,0.3
ASN00081003,18640130,PRCP,0.0
ASN00078037,18640130,PRCP,0.0
ASN00070037,18640130,PRCP,0.0
EIE00101859,18640130,TMAX,10.6
EIE00101859,18640130,TMIN,5.0
EIE00101859,18640130,PRCP,0.0
ASN00040214,18640130,PRCP,0.0
BE000006447,18640130,TMAX,1.6
BE000006447,18640130,TMIN,-4.5
AGE00135039,18640130,TMAX,12.5
AGE00135039,18640130,TMIN,8.0
AGE00135039,18640130,PRCP,3.0
USC00047738,18640130,PRCP,0.0
ASN00026020,18640130,PRCP,0.0
NLM00006235,18640130,PRCP,0.0
GME00125218,18640130,TMAX,-1.6
GME00125218,18640130,TMIN,-3.8
GME00125218,18640130,PRCP,0.0
GME00125218,18640130,SNWD,0.0
NLE00100499,18640130,PRCP,0.0
EZE00100082,18640130,TMAX,-1.0
EZE00100082,18640130,TMIN,-4.4
EZE00100082,18640130,PRCP,0.3
ITE00100554,18640130,TMAX,3.9
ITE00100554,18640130,TMIN,-3.4
ITE00100554,18640130,PRCP,0.0
USC00361920,18640130,PRCP,0.0
ASN00056002,18640130,PRCP,0.0
ASN00066062,18640130,TMAX,22.8
ASN00066062,18640130,TMIN,18.2
ASN00066062,18640130,PRCP,0.0
ASN00023000,18640130,PRCP,0.0
ASN00072001,18640130,PRCP,0.0
SW000010537,18640130,PRCP,0.0
AU000005901,18640130,TMAX,-1.0
AU000005901,18640130,TMIN,-9.3
GM000004204,18640130,TMAX,-0.9
GM000004204,18640130,TMIN,-7.3
GM000004204,18640130,PRCP,0.0
ASN00061055,18640130,PRCP,1.0
UK000047811,18640130,TMAX,9.6
UK000047811,18640130,TMIN,4.1
UK000047811,18640130,PRCP,0.2
HR000142360,18640130,PRCP,0.0
ASN00084016,18640130,PRCP,0.0
ITE00100553,18640130,PRCP,0.0
ITE00100552,18640130,PRCP,0.0
ITE00105250,18640130,PRCP,7.5
UK000056225,18640130,TMAX,6.2
UK000056225,18640130,TMIN,-1.3
UK000056225,18640130,PRCP,0.0
ASN00026026,18640130,PRCP,0.0
ASN00089049,18640130,PRCP,0.0
SZ000006717,18640130,TMAX,-8.3
SZ000006717,18640130,TMIN,-13.0
USC00053010,18640130,PRCP,0.0
ITE00100550,18640131,TMAX,0.1
ITE00100550,18640131,TMIN,-4.8
ITE00100550,18640131,PRCP,0.0
ASN00079028,18640131,PRCP,0.0
USC00064757,18640131,PRCP,0.0
SF000208660,18640131,PRCP,0.0
ASN00089000,18640131,PRCP,0.0
SWE00100003,18640131,PRCP,0.0
ASN00086071,18640131,TMAX,29.4
ASN00086071,18640131,TMIN,10.8
ASN00086071,18640131,PRCP,0.0
USP00CA0003,18640131,PRCP,0.5
USC00189674,18640131,PRCP,0.0
USC00144559,18640131,PRCP,22.9
USC00144559,18640131,SNOW,0.0
CA006158350,18640131,TMAX,2.8
CA006158350,18640131,TMIN,-2.8
CA006158350,18640131,PRCP,23.4
CA006158350,18640131,SNOW,0.0
HRE00105189,18640131,PRCP,0.0
ASN00067054,18640131,PRCP,0.0
ASN00081003,18640131,PRCP,0.0
ASN00078037,18640131,PRCP,0.0
ASN00070037,18640131,PRCP,0.0
EIE00101859,18640131,TMAX,10.0
EIE00101859,18640131,TMIN,3.9
EIE00101859,18640131,PRCP,2.8
ASN00040214,18640131,PRCP,0.0
BE000006447,18640131,TMAX,1.5
BE000006447,18640131,TMIN,-5.0
AGE00135039,18640131,PRCP,2.0
USC00047738,18640131,PRCP,0.0
ASN00026020,18640131,PRCP,0.0
NLM00006235,18640131,PRCP,0.8
GME00125218,18640131,TMAX,-0.5
GME00125218,18640131,TMIN,-6.3
GME00125218,18640131,PRCP,0.0
GME00125218,18640131,SNWD,0.0
NLE00100499,18640131,PRCP,0.0
EZE00100082,18640131,TMAX,-0.4
EZE00100082,18640131,TMIN,-6.4
EZE00100082,18640131,PRCP,0.0
ITE00100554,18640131,TMAX,1.2
ITE00100554,18640131,TMIN,-4.2
ITE00100554,18640131,PRCP,0.0
USC00361920,18640131,PRCP,0.0
ASN00056002,18640131,PRCP,0.0
ASN00066062,18640131,TMAX,26.6
ASN00066062,18640131,TMIN,17.2
ASN00066062,18640131,PRCP,0.0
ASN00023000,18640131,PRCP,0.0
ASN00072001,18640131,PRCP,0.0
SW000010537,18640131,PRCP,0.0
AU000005901,18640131,TMAX,-3.0
AU000005901,18640131,TMIN,-8.9
GM000004204,18640131,TMAX,1.6
GM000004204,18640131,TMIN,-8.1
GM000004204,18640131,PRCP,0.0
ASN00061055,18640131,PRCP,0.0
UK000047811,18640131,TMAX,10.7
UK000047811,18640131,TMIN,4.3
UK000047811,18640131,PRCP,3.8
HR000142360,18640131,PRCP,0.0
GM000010962,18640131,PRCP,5.1
ASN00084016,18640131,PRCP,0.0
ITE00100553,18640131,PRCP,0.0
ITE00100552,18640131,PRCP,0.0
ITE00105250,18640131,PRCP,0.0
UK000056225,18640131,TMAX,9.6
UK000056225,18640131,TMIN,-0.3
UK000056225,18640131,PRCP,0.0
ASN00026026,18640131,PRCP,0.0
ASN00089049,18640131,PRCP,0.0
SZ000006717,18640131,TMAX,-3.0
SZ000006717,18640131,TMIN,-16.9
USC00053010,18640131,PRCP,0.0
ITE00100550,18640201,TMAX,1.3
ITE00100550,18640201,TMIN,-5.4
ITE00100550,18640201,PRCP,0.0
USC00064757,18640201,PRCP,0.0
SF000208660,18640201,PRCP,0.0
SWE00100003,18640201,PRCP,0.0
ASN00086071,18640201,TMAX,26.1
ASN00086071,18640201,TMIN,13.3
ASN00086071,18640201,PRCP,0.0
USP00CA0003,18640201,PRCP,0.0
CA006158350,18640201,TMAX,6.1
CA006158350,18640201,TMIN,-2.2
CA006158350,18640201,PRCP,9.4
CA006158350,18640201,SNOW,0.0
HRE00105189,18640201,PRCP,0.0
ASN00067054,18640201,PRCP,0.0
ASN00081003,18640201,PRCP,0.0
ASN00078037,18640201,PRCP,0.0
ASN00070037,18640201,PRCP,0.0
EIE00101859,18640201,TMAX,9.4
EIE00101859,18640201,TMIN,2.2
EIE00101859,18640201,PRCP,18.3
ASN00040214,18640201,PRCP,0.0
BE000006447,18640201,TMAX,1.7
BE000006447,18640201,TMIN,-4.8
AGE00135039,18640201,TMAX,11.0
AGE00135039,18640201,TMIN,5.0
AGE00135039,18640201,PRCP,0.0
USC00047738,18640201,PRCP,0.0
ASN00026020,18640201,PRCP,0.0
NLM00006235,18640201,PRCP,2.8
GME00125218,18640201,TMAX,-0.3
GME00125218,18640201,TMIN,-6.1
GME00125218,18640201,PRCP,0.0
GME00125218,18640201,SNWD,0.0
NLE00100499,18640201,PRCP,0.0
EZE00100082,18640201,TMAX,-1.9
EZE00100082,18640201,TMIN,-7.1
EZE00100082,18640201,PRCP,0.0
ITE00100554,18640201,TMAX,0.7
ITE00100554,18640201,TMIN,-3.8
ITE00100554,18640201,PRCP,0.0
USC00361920,18640201,PRCP,10.2
ASN00056002,18640201,PRCP,0.0
ASN00066062,18640201,TMAX,26.7
ASN00066062,18640201,TMIN,20.1
ASN00066062,18640201,PRCP,0.0
ASN00023000,18640201,PRCP,0.0
ASN00072001,18640201,PRCP,0.0
SW000010537,18640201,PRCP,0.0
ASN00022018,18640201,PRCP,0.0
AU000005901,18640201,TMAX,-2.1
AU000005901,18640201,TMIN,-10.3
GM000004204,18640201,TMAX,0.5
GM000004204,18640201,TMIN,-6.5
GM000004204,18640201,PRCP,0.0
ASN00061055,18640201,PRCP,0.0
UK000047811,18640201,TMAX,10.8
UK000047811,18640201,TMIN,4.3
UK000047811,18640201,PRCP,4.6
HR000142360,18640201,PRCP,0.0
ASN00084016,18640201,PRCP,0.0
ITE00100553,18640201,PRCP,0.0
ITE00100552,18640201,PRCP,0.0
ITE00105250,18640201,PRCP,9.6
UK000056225,18640201,TMAX,10.4
UK000056225,18640201,TMIN,5.4
UK000056225,18640201,PRCP,0.0
ASN00026026,18640201,PRCP,0.0
ASN00089049,18640201,PRCP,0.0
SZ000006717,18640201,TMAX,-5.6
SZ000006717,18640201,TMIN,-10.6
USC00053010,18640201,PRCP,0.0
ITE00100550,18640202,TMAX,1.1
ITE00100550,18640202,TMIN,-3.3
ITE00100550,18640202,PRCP,0.0
USC00064757,18640202,PRCP,13.5
SF000208660,18640202,PRCP,0.0
SWE00100003,18640202,PRCP,0.0
ASN00086071,18640202,TMAX,21.7
ASN00086071,18640202,TMIN,15.5
ASN00086071,18640202,PRCP,0.0
USP00CA0003,18640202,PRCP,0.0
CA006158350,18640202,TMAX,3.3
CA006158350,18640202,TMIN,1.1
CA006158350,18640202,PRCP,0.0
CA006158350,18640202,SNOW,0.0
HRE00105189,18640202,PRCP,0.0
ASN00067054,18640202,PRCP,0.0
ASN00081003,18640202,PRCP,0.0
ASN00078037,18640202,PRCP,0.0
ASN00070037,18640202,PRCP,0.0
EIE00101859,18640202,TMAX,8.9
EIE00101859,18640202,TMIN,2.8
EIE00101859,18640202,PRCP,26.5
ASN00040214,18640202,PRCP,1.3
BE000006447,18640202,TMAX,4.1
BE000006447,18640202,TMIN,-2.9
AGE00135039,18640202,TMAX,10.5
AGE00135039,18640202,TMIN,8.0
AGE00135039,18640202,PRCP,7.0
USC00047738,18640202,PRCP,0.0
ASN00026020,18640202,PRCP,0.0
NLM00006235,18640202,PRCP,0.2
GME00125218,18640202,TMAX,0.8
GME00125218,18640202,TMIN,-6.3
GME00125218,18640202,PRCP,0.0
GME00125218,18640202,SNWD,0.0
NLE00100499,18640202,PRCP,3.9
EZE00100082,18640202,TMAX,-0.3
EZE00100082,18640202,TMIN,-7.5
EZE00100082,18640202,PRCP,0.0
ITE00100554,18640202,TMAX,2.7
ITE00100554,18640202,TMIN,-0.3
ITE00100554,18640202,PRCP,0.0
USC00361920,18640202,PRCP,0.0
ASN00056002,18640202,PRCP,0.0
ASN00066062,18640202,TMAX,29.2
ASN00066062,18640202,TMIN,19.6
ASN00066062,18640202,PRCP,0.0
ASN00023000,18640202,PRCP,0.0
ASN00072001,18640202,PRCP,0.0
SW000010537,18640202,PRCP,0.0
ASN00022018,18640202,PRCP,0.0
AU000005901,18640202,TMAX,-1.5
AU000005901,18640202,TMIN,-9.5
GM000004204,18640202,TMAX,3.8
GM000004204,18640202,TMIN,-9.4
GM000004204,18640202,PRCP,0.1
ASN00061055,18640202,PRCP,0.0
UK000047811,18640202,TMAX,6.4
UK000047811,18640202,TMIN,2.6
UK000047811,18640202,PRCP,0.5
HR000142360,18640202,PRCP,0.0
ASN00084016,18640202,PRCP,0.0
ITE00100553,18640202,PRCP,0.0
ITE00100552,18640202,PRCP,0.0
ITE00105250,18640202,PRCP,4.4
UK000056225,18640202,TMAX,9.3
UK000056225,18640202,TMIN,8.2
UK000056225,18640202,PRCP,0.0
ASN00026026,18640202,PRCP,0.0
ASN00089049,18640202,PRCP,0.0
SZ000006717,18640202,TMAX,-5.6
SZ000006717,18640202,TMIN,-9.8
USC00053010,18640202,PRCP,0.0
ITE00100550,18640203,TMAX,5.0
ITE00100550,18640203,TMIN,-1.3
ITE00100550,18640203,PRCP,5.9
USC00064757,18640203,PRCP,0.0
SF000208660,18640203,PRCP,0.0
SWE00100003,18640203,PRCP,2.7
ASN00086071,18640203,TMAX,21.1
ASN00086071,18640203,TMIN,11.7
ASN00086071,18640203,PRCP,0.0
USP00CA0003,18640203,PRCP,0.0
CA006158350,18640203,TMAX,1.7
CA006158350,18640203,TMIN,-2.2
CA006158350,18640203,PRCP,0.5
CA006158350,18640203,SNOW,0.5
HRE00105189,18640203,PRCP,0.0
ASN00067054,18640203,PRCP,0.0
ASN00081003,18640203,PRCP,0.0
ASN00078037,18640203,PRCP,0.0
ASN00070037,18640203,PRCP,0.0
EIE00101859,18640203,TMAX,8.3
EIE00101859,18640203,TMIN,0.0
EIE00101859,18640203,PRCP,5.4
ASN00040214,18640203,PRCP,64.8
BE000006447,18640203,TMAX,5.2
BE000006447,18640203,TMIN,-0.2
AGE00135039,18640203,TMAX,11.5
AGE00135039,18640203,TMIN,8.5
AGE00135039,18640203,PRCP,0.0
USC00047738,18640203,PRCP,0.0
ASN00026020,18640203,PRCP,0.0
NLM00006235,18640203,PRCP,3.1
GME00125218,18640203,TMAX,3.3
GME00125218,18640203,TMIN,-2.8
GME00125218,18640203,PRCP,2.3
GME00125218,18640203,SNWD,0.0
NLE00100499,18640203,PRCP,1.2
EZE00100082,18640203,TMAX,1.9
EZE00100082,18640203,TMIN,-6.8
EZE00100082,18640203,PRCP,0.0
ITE00100554,18640203,TMAX,6.5
ITE00100554,18640203,TMIN,1.2
ITE00100554,18640203,PRCP,0.0
USC00361920,18640203,PRCP,5.1
ASN00056002,18640203,PRCP,6.9
ASN00066062,18640203,TMAX,27.9
ASN00066062,18640203,TMIN,18.8
ASN00066062,18640203,PRCP,0.0
ASN00023000,18640203,PRCP,0.0
ASN00072001,18640203,PRCP,0.0
SW000010537,18640203,PRCP,0.0
ASN00022018,18640203,PRCP,0.0
AU000005901,18640203,TMAX,-0.9
AU000005901,18640203,TMIN,-8.9
GM000004204,18640203,TMAX,3.6
GM000004204,18640203,TMIN,-5.0
GM000004204,18640203,PRCP,0.1
ASN00061055,18640203,PRCP,0.0
UK000047811,18640203,TMAX,5.3
UK000047811,18640203,TMIN,0.1
UK000047811,18640203,PRCP,5.5
HR000142360,18640203,PRCP,0.0
ASN00084016,18640203,PRCP,0.0
ITE00100553,18640203,PRCP,0.0
ITE00100552,18640203,PRCP,0.0
ITE00105250,18640203,PRCP,22.7
UK000056225,18640203,TMAX,4.9
UK000056225,18640203,TMIN,-0.7
UK000056225,18640203,PRCP,1.0
ASN00026026,18640203,PRCP,0.0
ASN00089049,18640203,PRCP,0.0
SZ000006717,18640203,TMAX,-5.0
SZ000006717,18640203,TMIN,-10.6
USC00053010,18640203,PRCP,0.0
ITE00100550,18640204,TMAX,5.4
ITE00100550,18640204,TMIN,1.6
ITE00100550,18640204,PRCP,0.0
USC00064757,18640204,PRCP,0.0
SF000208660,18640204,PRCP,0.0
SWE00100003,18640204,PRCP,4.3
ASN00086071,18640204,TMAX,21.7
ASN00086071,18640204,TMIN,9.9
ASN00086071,18640204,PRCP,0.0
USP00CA0003,18640204,PRCP,0.0
CA006158350,18640204,TMAX,2.2
CA006158350,18640204,TMIN,-3.9
CA006158350,18640204,PRCP,2.5
CA006158350,18640204,SNOW,2.5
HRE00105189,18640204,PRCP,29.6
ASN00067054,18640204,PRCP,0.0
ASN00081003,18640204,PRCP,0.0
ASN00078037,18640204,PRCP,0.0
ASN00070037,18640204,PRCP,0.0
EIE00101859,18640204,TMAX,9.4
EIE00101859,18640204,TMIN,0.0
EIE00101859,18640204,PRCP,1.5
ASN00040214,18640204,PRCP,17.3
BE000006447,18640204,TMAX,4.4
BE000006447,18640204,TMIN,0.3
AGE00135039,18640204,TMAX,11.5
AGE00135039,18640204,TMIN,4.0
AGE00135039,18640204,PRCP,0.0
USC00047738,18640204,PRCP,0.0
ASN00026020,18640204,PRCP,0.0
NLM00006235,18640204,PRCP,3.2
GME00125218,18640204,TMAX,3.3
GME00125218,18640204,TMIN,0.3
GME00125218,18640204,PRCP,0.0
GME00125218,18640204,SNWD,0.0
NLE00100499,18640204,PRCP,1.4
EZE00100082,18640204,TMAX,3.0
EZE00100082,18640204,TMIN,-1.4
EZE00100082,18640204,PRCP,0.0
ITE00100554,18640204,TMAX,7.6
ITE00100554,18640204,TMIN,1.0
ITE00100554,18640204,PRCP,0.0
USC00361920,18640204,PRCP,0.0
ASN00056002,18640204,PRCP,10.4
ASN00066062,18640204,TMAX,23.0
ASN00066062,18640204,TMIN,18.6
ASN00066062,18640204,PRCP,0.0
ASN00023000,18640204,PRCP,0.0
ASN00072001,18640204,PRCP,0.0
SW000010537,18640204,PRCP,0.0
ASN00022018,18640204,PRCP,0.0
